timestamp,amount,bank,platform,fraud_type,upi_id,phishing_url
2024-04-20 00:00:00,21268,ICICI,Paytm,Fake Customer Care,scammer681@okicici,http://verify-kyc-1527.com/login
2024-04-20 00:00:00,864,ICICI,AmazonPay,SIM Swap,scammer604@okicici,http://verify-kyc-9372.com/login
2024-04-20 00:00:00,44075,Axis,AmazonPay,QR Code Scam,scammer132@okicici,http://verify-kyc-3541.com/login
2024-04-20 00:00:00,12602,ICICI,AmazonPay,SIM Swap,scammer161@okicici,http://verify-kyc-5007.com/login
2024-04-20 00:00:00,12505,Axis,AmazonPay,Phishing Link,scammer558@okicici,http://verify-kyc-2898.com/login
2024-04-21 00:00:00,35362,SBI,Paytm,SIM Swap,scammer977@okicici,http://verify-kyc-1081.com/login
2024-04-21 00:00:00,38638,ICICI,PhonePe,SIM Swap,scammer738@okicici,http://verify-kyc-1273.com/login
2024-04-21 00:00:00,16079,Kotak,Paytm,Fake Customer Care,scammer916@okicici,http://verify-kyc-1345.com/login
2024-04-21 00:00:00,47719,HDFC,GooglePay,QR Code Scam,scammer296@okicici,http://verify-kyc-6427.com/login
2024-04-21 00:00:00,24939,Axis,GooglePay,SIM Swap,scammer705@okicici,http://verify-kyc-6791.com/login
2024-04-21 00:00:00,45811,ICICI,Paytm,SIM Swap,scammer194@okicici,http://verify-kyc-7522.com/login
2024-04-21 00:00:00,13023,Axis,Paytm,Phishing Link,scammer713@okicici,http://verify-kyc-8453.com/login
2024-04-21 00:00:00,17245,Axis,GooglePay,Fake Customer Care,scammer885@okicici,http://verify-kyc-9880.com/login
2024-04-21 00:00:00,1984,ICICI,AmazonPay,Fake Customer Care,scammer857@okicici,http://verify-kyc-2719.com/login
2024-04-21 00:00:00,38327,Kotak,GooglePay,Phishing Link,scammer206@okicici,http://verify-kyc-1026.com/login
2024-04-21 00:00:00,9865,Kotak,AmazonPay,Phishing Link,scammer823@okicici,http://verify-kyc-9268.com/login
2024-04-21 00:00:00,44342,SBI,AmazonPay,Phishing Link,scammer172@okicici,http://verify-kyc-2882.com/login
2024-04-21 00:00:00,19306,ICICI,GooglePay,OTP SMS,scammer645@okicici,http://verify-kyc-4632.com/login
2024-04-21 00:00:00,39164,SBI,AmazonPay,Fake Customer Care,scammer104@okicici,http://verify-kyc-4158.com/login
2024-04-21 00:00:00,17861,HDFC,Paytm,SIM Swap,scammer509@okicici,http://verify-kyc-4315.com/login
2024-04-22 00:00:00,35866,Kotak,GooglePay,Fake Customer Care,scammer249@okicici,http://verify-kyc-9459.com/login
2024-04-22 00:00:00,4305,Kotak,PhonePe,SIM Swap,scammer572@okicici,http://verify-kyc-6068.com/login
2024-04-22 00:00:00,49554,ICICI,AmazonPay,SIM Swap,scammer580@okicici,http://verify-kyc-7687.com/login
2024-04-22 00:00:00,37700,SBI,Paytm,Phishing Link,scammer154@okicici,http://verify-kyc-7829.com/login
2024-04-22 00:00:00,46125,Kotak,PhonePe,Phishing Link,scammer272@okicici,http://verify-kyc-5187.com/login
2024-04-22 00:00:00,13143,Kotak,PhonePe,SIM Swap,scammer978@okicici,http://verify-kyc-9741.com/login
2024-04-22 00:00:00,9690,HDFC,PhonePe,OTP SMS,scammer603@okicici,http://verify-kyc-6846.com/login
2024-04-22 00:00:00,47153,ICICI,PhonePe,SIM Swap,scammer151@okicici,http://verify-kyc-7592.com/login
2024-04-23 00:00:00,34088,Kotak,AmazonPay,Fake Customer Care,scammer911@okicici,http://verify-kyc-3339.com/login
2024-04-23 00:00:00,592,ICICI,GooglePay,Phishing Link,scammer776@okicici,http://verify-kyc-3484.com/login
2024-04-23 00:00:00,6282,SBI,AmazonPay,SIM Swap,scammer675@okicici,http://verify-kyc-1638.com/login
2024-04-23 00:00:00,4335,HDFC,GooglePay,SIM Swap,scammer568@okicici,http://verify-kyc-6289.com/login
2024-04-23 00:00:00,15658,ICICI,AmazonPay,Fake Customer Care,scammer919@okicici,http://verify-kyc-5937.com/login
2024-04-23 00:00:00,15412,SBI,GooglePay,OTP SMS,scammer787@okicici,http://verify-kyc-4005.com/login
2024-04-23 00:00:00,23353,ICICI,PhonePe,Phishing Link,scammer619@okicici,http://verify-kyc-6624.com/login
2024-04-24 00:00:00,15015,ICICI,AmazonPay,OTP SMS,scammer355@okicici,http://verify-kyc-1982.com/login
2024-04-24 00:00:00,26022,Kotak,GooglePay,SIM Swap,scammer354@okicici,http://verify-kyc-8369.com/login
2024-04-24 00:00:00,9489,HDFC,AmazonPay,QR Code Scam,scammer109@okicici,http://verify-kyc-5888.com/login
2024-04-24 00:00:00,31144,ICICI,AmazonPay,Fake Customer Care,scammer834@okicici,http://verify-kyc-1861.com/login
2024-04-24 00:00:00,41509,Axis,Paytm,Phishing Link,scammer760@okicici,http://verify-kyc-8905.com/login
2024-04-24 00:00:00,4154,Kotak,PhonePe,Fake Customer Care,scammer612@okicici,http://verify-kyc-7758.com/login
2024-04-24 00:00:00,24133,HDFC,GooglePay,Fake Customer Care,scammer454@okicici,http://verify-kyc-8395.com/login
2024-04-24 00:00:00,24177,Axis,AmazonPay,Phishing Link,scammer239@okicici,http://verify-kyc-3178.com/login
2024-04-24 00:00:00,32602,HDFC,Paytm,Phishing Link,scammer696@okicici,http://verify-kyc-2537.com/login
2024-04-25 00:00:00,8512,Kotak,Paytm,SIM Swap,scammer797@okicici,http://verify-kyc-6938.com/login
2024-04-25 00:00:00,13871,SBI,Paytm,Phishing Link,scammer425@okicici,http://verify-kyc-5350.com/login
2024-04-25 00:00:00,46884,Axis,PhonePe,OTP SMS,scammer459@okicici,http://verify-kyc-1688.com/login
2024-04-25 00:00:00,7932,HDFC,AmazonPay,OTP SMS,scammer379@okicici,http://verify-kyc-9811.com/login
2024-04-25 00:00:00,44743,ICICI,PhonePe,Phishing Link,scammer379@okicici,http://verify-kyc-3396.com/login
2024-04-25 00:00:00,22940,HDFC,PhonePe,SIM Swap,scammer329@okicici,http://verify-kyc-1395.com/login
2024-04-25 00:00:00,7072,Kotak,Paytm,Phishing Link,scammer153@okicici,http://verify-kyc-5838.com/login
2024-04-25 00:00:00,34622,HDFC,AmazonPay,Phishing Link,scammer830@okicici,http://verify-kyc-6501.com/login
2024-04-25 00:00:00,4127,ICICI,Paytm,Phishing Link,scammer433@okicici,http://verify-kyc-4380.com/login
2024-04-26 00:00:00,25180,Axis,GooglePay,Phishing Link,scammer988@okicici,http://verify-kyc-5463.com/login
2024-04-26 00:00:00,33656,Axis,Paytm,Phishing Link,scammer428@okicici,http://verify-kyc-8593.com/login
2024-04-26 00:00:00,36059,HDFC,GooglePay,QR Code Scam,scammer891@okicici,http://verify-kyc-1940.com/login
2024-04-26 00:00:00,7641,ICICI,GooglePay,QR Code Scam,scammer356@okicici,http://verify-kyc-6903.com/login
2024-04-26 00:00:00,11621,Kotak,GooglePay,OTP SMS,scammer855@okicici,http://verify-kyc-8206.com/login
2024-04-26 00:00:00,46729,ICICI,GooglePay,Fake Customer Care,scammer850@okicici,http://verify-kyc-2819.com/login
2024-04-26 00:00:00,43080,ICICI,GooglePay,SIM Swap,scammer364@okicici,http://verify-kyc-2262.com/login
2024-04-26 00:00:00,41202,ICICI,PhonePe,Phishing Link,scammer913@okicici,http://verify-kyc-4413.com/login
2024-04-26 00:00:00,12056,Kotak,Paytm,Fake Customer Care,scammer412@okicici,http://verify-kyc-9828.com/login
2024-04-26 00:00:00,20342,HDFC,Paytm,Phishing Link,scammer343@okicici,http://verify-kyc-6114.com/login
2024-04-26 00:00:00,3508,ICICI,Paytm,OTP SMS,scammer271@okicici,http://verify-kyc-8832.com/login
2024-04-26 00:00:00,26759,ICICI,GooglePay,SIM Swap,scammer852@okicici,http://verify-kyc-6928.com/login
2024-04-26 00:00:00,1018,Axis,AmazonPay,QR Code Scam,scammer458@okicici,http://verify-kyc-6352.com/login
2024-04-26 00:00:00,32189,Kotak,GooglePay,SIM Swap,scammer998@okicici,http://verify-kyc-9154.com/login
2024-04-26 00:00:00,25126,ICICI,AmazonPay,Fake Customer Care,scammer665@okicici,http://verify-kyc-2874.com/login
2024-04-27 00:00:00,21377,HDFC,AmazonPay,Fake Customer Care,scammer860@okicici,http://verify-kyc-8017.com/login
2024-04-27 00:00:00,24885,ICICI,GooglePay,OTP SMS,scammer711@okicici,http://verify-kyc-2428.com/login
2024-04-27 00:00:00,33526,HDFC,AmazonPay,SIM Swap,scammer955@okicici,http://verify-kyc-8356.com/login
2024-04-27 00:00:00,694,ICICI,GooglePay,Fake Customer Care,scammer796@okicici,http://verify-kyc-6974.com/login
2024-04-27 00:00:00,35272,Axis,Paytm,SIM Swap,scammer475@okicici,http://verify-kyc-4196.com/login
2024-04-27 00:00:00,24415,ICICI,Paytm,Fake Customer Care,scammer669@okicici,http://verify-kyc-7277.com/login
2024-04-27 00:00:00,31499,ICICI,GooglePay,Fake Customer Care,scammer462@okicici,http://verify-kyc-4318.com/login
2024-04-28 00:00:00,31584,SBI,AmazonPay,SIM Swap,scammer425@okicici,http://verify-kyc-6320.com/login
2024-04-28 00:00:00,41403,Kotak,AmazonPay,OTP SMS,scammer309@okicici,http://verify-kyc-1592.com/login
2024-04-28 00:00:00,26319,ICICI,AmazonPay,Fake Customer Care,scammer824@okicici,http://verify-kyc-3287.com/login
2024-04-28 00:00:00,37316,ICICI,PhonePe,Phishing Link,scammer107@okicici,http://verify-kyc-2726.com/login
2024-04-28 00:00:00,43139,SBI,Paytm,OTP SMS,scammer824@okicici,http://verify-kyc-1844.com/login
2024-04-28 00:00:00,30006,Axis,AmazonPay,Fake Customer Care,scammer543@okicici,http://verify-kyc-7471.com/login
2024-04-28 00:00:00,9429,Axis,Paytm,Phishing Link,scammer578@okicici,http://verify-kyc-8764.com/login
2024-04-28 00:00:00,15604,ICICI,PhonePe,QR Code Scam,scammer319@okicici,http://verify-kyc-8399.com/login
2024-04-28 00:00:00,1905,SBI,GooglePay,Phishing Link,scammer871@okicici,http://verify-kyc-4437.com/login
2024-04-28 00:00:00,18396,Kotak,GooglePay,SIM Swap,scammer726@okicici,http://verify-kyc-3829.com/login
2024-04-28 00:00:00,42217,ICICI,PhonePe,Phishing Link,scammer908@okicici,http://verify-kyc-4580.com/login
2024-04-29 00:00:00,2697,SBI,Paytm,Fake Customer Care,scammer954@okicici,http://verify-kyc-9765.com/login
2024-04-29 00:00:00,1811,ICICI,GooglePay,OTP SMS,scammer550@okicici,http://verify-kyc-9985.com/login
2024-04-29 00:00:00,38381,SBI,Paytm,Fake Customer Care,scammer180@okicici,http://verify-kyc-8111.com/login
2024-04-29 00:00:00,19948,HDFC,PhonePe,SIM Swap,scammer763@okicici,http://verify-kyc-9042.com/login
2024-04-29 00:00:00,49329,Kotak,PhonePe,QR Code Scam,scammer133@okicici,http://verify-kyc-2604.com/login
2024-04-29 00:00:00,20030,Kotak,Paytm,SIM Swap,scammer886@okicici,http://verify-kyc-1993.com/login
2024-04-29 00:00:00,7006,Axis,GooglePay,Fake Customer Care,scammer978@okicici,http://verify-kyc-3868.com/login
2024-04-29 00:00:00,19497,SBI,PhonePe,OTP SMS,scammer526@okicici,http://verify-kyc-1802.com/login
2024-04-30 00:00:00,29970,HDFC,Paytm,QR Code Scam,scammer440@okicici,http://verify-kyc-8327.com/login
2024-04-30 00:00:00,37373,SBI,PhonePe,Fake Customer Care,scammer530@okicici,http://verify-kyc-8352.com/login
2024-04-30 00:00:00,31110,SBI,AmazonPay,SIM Swap,scammer865@okicici,http://verify-kyc-9122.com/login
2024-04-30 00:00:00,30731,ICICI,PhonePe,Phishing Link,scammer924@okicici,http://verify-kyc-4638.com/login
2024-04-30 00:00:00,49255,ICICI,PhonePe,OTP SMS,scammer125@okicici,http://verify-kyc-8408.com/login
2024-04-30 00:00:00,41607,Axis,PhonePe,QR Code Scam,scammer610@okicici,http://verify-kyc-1074.com/login
2024-04-30 00:00:00,43150,SBI,GooglePay,QR Code Scam,scammer557@okicici,http://verify-kyc-8400.com/login
2024-04-30 00:00:00,36521,ICICI,GooglePay,Phishing Link,scammer144@okicici,http://verify-kyc-3450.com/login
2024-04-30 00:00:00,46787,ICICI,PhonePe,SIM Swap,scammer887@okicici,http://verify-kyc-9247.com/login
2024-05-01 00:00:00,10697,ICICI,AmazonPay,Fake Customer Care,scammer723@okicici,http://verify-kyc-3904.com/login
2024-05-01 00:00:00,46935,Kotak,Paytm,Fake Customer Care,scammer778@okicici,http://verify-kyc-3893.com/login
2024-05-01 00:00:00,23425,HDFC,GooglePay,QR Code Scam,scammer170@okicici,http://verify-kyc-7988.com/login
2024-05-01 00:00:00,41934,Kotak,GooglePay,SIM Swap,scammer524@okicici,http://verify-kyc-8986.com/login
2024-05-01 00:00:00,47761,ICICI,Paytm,SIM Swap,scammer695@okicici,http://verify-kyc-7983.com/login
2024-05-01 00:00:00,16899,HDFC,AmazonPay,Fake Customer Care,scammer773@okicici,http://verify-kyc-6584.com/login
2024-05-01 00:00:00,18937,Axis,PhonePe,OTP SMS,scammer194@okicici,http://verify-kyc-9890.com/login
2024-05-01 00:00:00,5301,Axis,Paytm,OTP SMS,scammer382@okicici,http://verify-kyc-3445.com/login
2024-05-01 00:00:00,41744,HDFC,AmazonPay,QR Code Scam,scammer185@okicici,http://verify-kyc-1991.com/login
2024-05-01 00:00:00,38382,SBI,AmazonPay,SIM Swap,scammer621@okicici,http://verify-kyc-3602.com/login
2024-05-01 00:00:00,8172,Axis,PhonePe,Phishing Link,scammer670@okicici,http://verify-kyc-2435.com/login
2024-05-01 00:00:00,12703,SBI,PhonePe,SIM Swap,scammer854@okicici,http://verify-kyc-4779.com/login
2024-05-01 00:00:00,48772,HDFC,AmazonPay,OTP SMS,scammer317@okicici,http://verify-kyc-9062.com/login
2024-05-01 00:00:00,30106,HDFC,PhonePe,Phishing Link,scammer468@okicici,http://verify-kyc-6982.com/login
2024-05-01 00:00:00,46586,SBI,Paytm,SIM Swap,scammer615@okicici,http://verify-kyc-8579.com/login
2024-05-02 00:00:00,26153,SBI,Paytm,Phishing Link,scammer696@okicici,http://verify-kyc-1081.com/login
2024-05-02 00:00:00,9398,ICICI,PhonePe,OTP SMS,scammer291@okicici,http://verify-kyc-3330.com/login
2024-05-02 00:00:00,36824,HDFC,Paytm,Phishing Link,scammer120@okicici,http://verify-kyc-1583.com/login
2024-05-02 00:00:00,28586,Kotak,GooglePay,SIM Swap,scammer686@okicici,http://verify-kyc-9342.com/login
2024-05-02 00:00:00,5684,Axis,Paytm,Fake Customer Care,scammer845@okicici,http://verify-kyc-1428.com/login
2024-05-02 00:00:00,26781,Axis,Paytm,Fake Customer Care,scammer208@okicici,http://verify-kyc-6591.com/login
2024-05-02 00:00:00,37685,HDFC,AmazonPay,Fake Customer Care,scammer967@okicici,http://verify-kyc-9562.com/login
2024-05-02 00:00:00,30465,SBI,AmazonPay,Fake Customer Care,scammer410@okicici,http://verify-kyc-6480.com/login
2024-05-02 00:00:00,3944,Axis,AmazonPay,OTP SMS,scammer508@okicici,http://verify-kyc-3793.com/login
2024-05-02 00:00:00,18221,Kotak,AmazonPay,Fake Customer Care,scammer602@okicici,http://verify-kyc-4238.com/login
2024-05-02 00:00:00,47996,Kotak,Paytm,Phishing Link,scammer260@okicici,http://verify-kyc-4930.com/login
2024-05-02 00:00:00,7269,SBI,GooglePay,OTP SMS,scammer668@okicici,http://verify-kyc-5538.com/login
2024-05-03 00:00:00,7396,Kotak,PhonePe,OTP SMS,scammer790@okicici,http://verify-kyc-7250.com/login
2024-05-03 00:00:00,30417,SBI,AmazonPay,Fake Customer Care,scammer992@okicici,http://verify-kyc-4654.com/login
2024-05-03 00:00:00,45425,HDFC,PhonePe,OTP SMS,scammer682@okicici,http://verify-kyc-8734.com/login
2024-05-03 00:00:00,23892,Axis,GooglePay,OTP SMS,scammer346@okicici,http://verify-kyc-9870.com/login
2024-05-03 00:00:00,28303,Kotak,Paytm,QR Code Scam,scammer913@okicici,http://verify-kyc-9536.com/login
2024-05-03 00:00:00,6824,SBI,GooglePay,Phishing Link,scammer722@okicici,http://verify-kyc-6331.com/login
2024-05-03 00:00:00,26802,ICICI,AmazonPay,SIM Swap,scammer479@okicici,http://verify-kyc-4048.com/login
2024-05-04 00:00:00,23723,HDFC,Paytm,Phishing Link,scammer618@okicici,http://verify-kyc-6244.com/login
2024-05-04 00:00:00,32398,ICICI,AmazonPay,Phishing Link,scammer104@okicici,http://verify-kyc-7260.com/login
2024-05-04 00:00:00,45695,Axis,GooglePay,QR Code Scam,scammer207@okicici,http://verify-kyc-7499.com/login
2024-05-04 00:00:00,15455,Kotak,AmazonPay,SIM Swap,scammer165@okicici,http://verify-kyc-5746.com/login
2024-05-04 00:00:00,39990,Kotak,AmazonPay,SIM Swap,scammer268@okicici,http://verify-kyc-6973.com/login
2024-05-04 00:00:00,9907,SBI,Paytm,OTP SMS,scammer663@okicici,http://verify-kyc-8510.com/login
2024-05-04 00:00:00,2039,Axis,PhonePe,SIM Swap,scammer237@okicici,http://verify-kyc-2974.com/login
2024-05-04 00:00:00,1569,Axis,AmazonPay,Fake Customer Care,scammer862@okicici,http://verify-kyc-8276.com/login
2024-05-04 00:00:00,5868,Axis,Paytm,Phishing Link,scammer224@okicici,http://verify-kyc-9034.com/login
2024-05-04 00:00:00,34236,Axis,GooglePay,QR Code Scam,scammer305@okicici,http://verify-kyc-4103.com/login
2024-05-04 00:00:00,36913,SBI,AmazonPay,Fake Customer Care,scammer565@okicici,http://verify-kyc-7121.com/login
2024-05-04 00:00:00,30353,SBI,AmazonPay,QR Code Scam,scammer704@okicici,http://verify-kyc-7355.com/login
2024-05-04 00:00:00,10994,HDFC,Paytm,SIM Swap,scammer136@okicici,http://verify-kyc-6591.com/login
2024-05-05 00:00:00,34228,SBI,Paytm,Phishing Link,scammer941@okicici,http://verify-kyc-6107.com/login
2024-05-05 00:00:00,30296,HDFC,GooglePay,SIM Swap,scammer558@okicici,http://verify-kyc-8456.com/login
2024-05-05 00:00:00,30762,HDFC,PhonePe,OTP SMS,scammer389@okicici,http://verify-kyc-6735.com/login
2024-05-05 00:00:00,4238,Axis,GooglePay,OTP SMS,scammer676@okicici,http://verify-kyc-9144.com/login
2024-05-05 00:00:00,49956,Kotak,PhonePe,Fake Customer Care,scammer807@okicici,http://verify-kyc-9555.com/login
2024-05-06 00:00:00,43965,Kotak,Paytm,OTP SMS,scammer928@okicici,http://verify-kyc-4252.com/login
2024-05-06 00:00:00,48548,SBI,GooglePay,QR Code Scam,scammer363@okicici,http://verify-kyc-8694.com/login
2024-05-06 00:00:00,25115,HDFC,GooglePay,Fake Customer Care,scammer508@okicici,http://verify-kyc-9585.com/login
2024-05-06 00:00:00,48651,Kotak,AmazonPay,Phishing Link,scammer797@okicici,http://verify-kyc-2169.com/login
2024-05-06 00:00:00,15217,HDFC,Paytm,OTP SMS,scammer571@okicici,http://verify-kyc-8867.com/login
2024-05-06 00:00:00,35911,ICICI,AmazonPay,QR Code Scam,scammer452@okicici,http://verify-kyc-5863.com/login
2024-05-06 00:00:00,46156,Axis,GooglePay,Phishing Link,scammer351@okicici,http://verify-kyc-6269.com/login
2024-05-06 00:00:00,14482,ICICI,GooglePay,Phishing Link,scammer554@okicici,http://verify-kyc-3868.com/login
2024-05-06 00:00:00,42866,ICICI,GooglePay,SIM Swap,scammer121@okicici,http://verify-kyc-2071.com/login
2024-05-06 00:00:00,24185,Kotak,AmazonPay,SIM Swap,scammer109@okicici,http://verify-kyc-8808.com/login
2024-05-06 00:00:00,15165,ICICI,PhonePe,QR Code Scam,scammer237@okicici,http://verify-kyc-1057.com/login
2024-05-07 00:00:00,41802,SBI,AmazonPay,OTP SMS,scammer656@okicici,http://verify-kyc-5072.com/login
2024-05-07 00:00:00,7287,HDFC,Paytm,SIM Swap,scammer290@okicici,http://verify-kyc-5295.com/login
2024-05-07 00:00:00,41497,ICICI,PhonePe,Fake Customer Care,scammer198@okicici,http://verify-kyc-9210.com/login
2024-05-07 00:00:00,38801,HDFC,AmazonPay,Fake Customer Care,scammer273@okicici,http://verify-kyc-3044.com/login
2024-05-07 00:00:00,34045,Axis,PhonePe,OTP SMS,scammer794@okicici,http://verify-kyc-1760.com/login
2024-05-07 00:00:00,1336,ICICI,PhonePe,OTP SMS,scammer705@okicici,http://verify-kyc-5603.com/login
2024-05-07 00:00:00,37139,SBI,Paytm,SIM Swap,scammer426@okicici,http://verify-kyc-4101.com/login
2024-05-07 00:00:00,5281,Axis,AmazonPay,Fake Customer Care,scammer391@okicici,http://verify-kyc-2734.com/login
2024-05-07 00:00:00,16239,Kotak,GooglePay,Fake Customer Care,scammer775@okicici,http://verify-kyc-5122.com/login
2024-05-08 00:00:00,5756,SBI,GooglePay,Fake Customer Care,scammer182@okicici,http://verify-kyc-7491.com/login
2024-05-08 00:00:00,6602,SBI,PhonePe,Fake Customer Care,scammer188@okicici,http://verify-kyc-3542.com/login
2024-05-08 00:00:00,5309,Kotak,AmazonPay,Fake Customer Care,scammer215@okicici,http://verify-kyc-6213.com/login
2024-05-08 00:00:00,19937,ICICI,Paytm,Phishing Link,scammer491@okicici,http://verify-kyc-6196.com/login
2024-05-08 00:00:00,40152,Kotak,Paytm,OTP SMS,scammer574@okicici,http://verify-kyc-2818.com/login
2024-05-08 00:00:00,10105,Kotak,AmazonPay,QR Code Scam,scammer995@okicici,http://verify-kyc-6602.com/login
2024-05-09 00:00:00,8029,Kotak,PhonePe,QR Code Scam,scammer150@okicici,http://verify-kyc-2123.com/login
2024-05-09 00:00:00,33078,Kotak,PhonePe,Phishing Link,scammer950@okicici,http://verify-kyc-7112.com/login
2024-05-09 00:00:00,46995,ICICI,AmazonPay,Fake Customer Care,scammer276@okicici,http://verify-kyc-4904.com/login
2024-05-09 00:00:00,30131,Kotak,PhonePe,Phishing Link,scammer819@okicici,http://verify-kyc-1267.com/login
2024-05-09 00:00:00,18962,ICICI,Paytm,Fake Customer Care,scammer344@okicici,http://verify-kyc-8690.com/login
2024-05-09 00:00:00,20264,Kotak,AmazonPay,OTP SMS,scammer628@okicici,http://verify-kyc-2499.com/login
2024-05-10 00:00:00,845,Kotak,GooglePay,SIM Swap,scammer937@okicici,http://verify-kyc-5499.com/login
2024-05-10 00:00:00,36273,Kotak,Paytm,SIM Swap,scammer994@okicici,http://verify-kyc-2693.com/login
2024-05-10 00:00:00,35759,HDFC,GooglePay,Fake Customer Care,scammer472@okicici,http://verify-kyc-3921.com/login
2024-05-10 00:00:00,27522,SBI,AmazonPay,Fake Customer Care,scammer828@okicici,http://verify-kyc-9832.com/login
2024-05-10 00:00:00,44294,Kotak,AmazonPay,SIM Swap,scammer511@okicici,http://verify-kyc-3160.com/login
2024-05-10 00:00:00,13162,ICICI,GooglePay,Phishing Link,scammer468@okicici,http://verify-kyc-3906.com/login
2024-05-10 00:00:00,44569,Axis,AmazonPay,QR Code Scam,scammer441@okicici,http://verify-kyc-6168.com/login
2024-05-10 00:00:00,1431,Axis,Paytm,SIM Swap,scammer345@okicici,http://verify-kyc-1514.com/login
2024-05-10 00:00:00,40470,Kotak,AmazonPay,Phishing Link,scammer884@okicici,http://verify-kyc-5582.com/login
2024-05-11 00:00:00,26048,Axis,Paytm,OTP SMS,scammer319@okicici,http://verify-kyc-4405.com/login
2024-05-11 00:00:00,1195,Axis,Paytm,SIM Swap,scammer943@okicici,http://verify-kyc-1625.com/login
2024-05-11 00:00:00,34584,HDFC,GooglePay,OTP SMS,scammer239@okicici,http://verify-kyc-4273.com/login
2024-05-11 00:00:00,47591,Axis,PhonePe,SIM Swap,scammer654@okicici,http://verify-kyc-2117.com/login
2024-05-11 00:00:00,13189,SBI,PhonePe,QR Code Scam,scammer273@okicici,http://verify-kyc-8443.com/login
2024-05-11 00:00:00,28893,Kotak,PhonePe,SIM Swap,scammer530@okicici,http://verify-kyc-8552.com/login
2024-05-11 00:00:00,44085,HDFC,AmazonPay,Fake Customer Care,scammer967@okicici,http://verify-kyc-3359.com/login
2024-05-11 00:00:00,29761,SBI,PhonePe,OTP SMS,scammer690@okicici,http://verify-kyc-2052.com/login
2024-05-11 00:00:00,30852,Axis,AmazonPay,Phishing Link,scammer265@okicici,http://verify-kyc-5894.com/login
2024-05-11 00:00:00,5438,SBI,GooglePay,OTP SMS,scammer479@okicici,http://verify-kyc-2519.com/login
2024-05-11 00:00:00,18240,ICICI,AmazonPay,SIM Swap,scammer996@okicici,http://verify-kyc-4854.com/login
2024-05-11 00:00:00,35299,SBI,PhonePe,OTP SMS,scammer590@okicici,http://verify-kyc-1313.com/login
2024-05-11 00:00:00,16560,Axis,Paytm,QR Code Scam,scammer958@okicici,http://verify-kyc-6047.com/login
2024-05-11 00:00:00,48352,Kotak,PhonePe,SIM Swap,scammer943@okicici,http://verify-kyc-4512.com/login
2024-05-11 00:00:00,12085,ICICI,GooglePay,Fake Customer Care,scammer351@okicici,http://verify-kyc-2596.com/login
2024-05-12 00:00:00,45582,HDFC,GooglePay,QR Code Scam,scammer584@okicici,http://verify-kyc-3221.com/login
2024-05-12 00:00:00,12919,Kotak,Paytm,SIM Swap,scammer422@okicici,http://verify-kyc-2719.com/login
2024-05-12 00:00:00,16147,ICICI,GooglePay,Fake Customer Care,scammer573@okicici,http://verify-kyc-5867.com/login
2024-05-12 00:00:00,32223,Axis,PhonePe,SIM Swap,scammer308@okicici,http://verify-kyc-4732.com/login
2024-05-12 00:00:00,2817,Axis,PhonePe,QR Code Scam,scammer217@okicici,http://verify-kyc-5840.com/login
2024-05-13 00:00:00,19207,HDFC,Paytm,QR Code Scam,scammer643@okicici,http://verify-kyc-7346.com/login
2024-05-13 00:00:00,26046,Kotak,PhonePe,Phishing Link,scammer661@okicici,http://verify-kyc-2556.com/login
2024-05-13 00:00:00,37816,SBI,Paytm,QR Code Scam,scammer849@okicici,http://verify-kyc-7896.com/login
2024-05-13 00:00:00,10958,Axis,Paytm,Phishing Link,scammer445@okicici,http://verify-kyc-1057.com/login
2024-05-13 00:00:00,17753,Kotak,PhonePe,Phishing Link,scammer196@okicici,http://verify-kyc-6928.com/login
2024-05-13 00:00:00,2920,HDFC,AmazonPay,OTP SMS,scammer491@okicici,http://verify-kyc-1984.com/login
2024-05-13 00:00:00,44325,Axis,PhonePe,Fake Customer Care,scammer284@okicici,http://verify-kyc-1058.com/login
2024-05-13 00:00:00,25107,Kotak,Paytm,Phishing Link,scammer780@okicici,http://verify-kyc-3995.com/login
2024-05-13 00:00:00,39466,Axis,GooglePay,SIM Swap,scammer682@okicici,http://verify-kyc-9505.com/login
2024-05-14 00:00:00,18184,ICICI,PhonePe,Fake Customer Care,scammer667@okicici,http://verify-kyc-1994.com/login
2024-05-14 00:00:00,38285,ICICI,AmazonPay,QR Code Scam,scammer547@okicici,http://verify-kyc-1954.com/login
2024-05-14 00:00:00,12492,ICICI,Paytm,QR Code Scam,scammer148@okicici,http://verify-kyc-2615.com/login
2024-05-14 00:00:00,24520,Axis,AmazonPay,OTP SMS,scammer770@okicici,http://verify-kyc-4794.com/login
2024-05-14 00:00:00,2335,Axis,AmazonPay,QR Code Scam,scammer386@okicici,http://verify-kyc-4835.com/login
2024-05-14 00:00:00,36095,Kotak,AmazonPay,Fake Customer Care,scammer636@okicici,http://verify-kyc-9253.com/login
2024-05-14 00:00:00,17427,Kotak,Paytm,OTP SMS,scammer801@okicici,http://verify-kyc-2941.com/login
2024-05-15 00:00:00,16450,Kotak,AmazonPay,QR Code Scam,scammer395@okicici,http://verify-kyc-2014.com/login
2024-05-15 00:00:00,29238,SBI,AmazonPay,Phishing Link,scammer466@okicici,http://verify-kyc-1875.com/login
2024-05-15 00:00:00,21099,Axis,PhonePe,Phishing Link,scammer920@okicici,http://verify-kyc-6732.com/login
